Machine_ID,Temperature,Run_Time,Downtime_Flag,Machine_Age,Defect_Type
32,93.52278184508938,100.25254762998455,0,5.337302735220391,Wear and Tear
33,74.86502775262066,133.60526137663402,0,6.352714095349817,Overheating
34,64.422890710441,90.53117897235961,0,4.924625758515524,Mechanical Failure
35,83.22544912103189,121.76952664768793,0,5.467730202018494,Wear and Tear
36,62.791563500289776,133.40617502408094,0,7.329981765127846,Wear and Tear
37,77.08863595004756,109.72352397426705,0,6.250636668043006,Wear and Tear
38,55.403298761202244,125.11391312989713,0,4.661451123334751,Wear and Tear
39,61.71813951101569,91.11802304146164,0,7.704725091852302,Mechanical Failure
40,76.96861235869123,113.8016616091186,0,0.2702892544169755,No Defect
41,82.3846657999541,138.30648508767666,0,9.10414662284387,Mechanical Failure
42,76.7136828118997,124.70918882905303,0,1.5880818102185295,Mechanical Failure
43,73.8435171761176,102.40406191308193,0,3.745814350455408,Overheating
44,71.98896304410711,126.72649212872379,0,4.918164929609862,Electrical Issue
45,60.214780096325725,141.43829371909854,0,4.707038658543677,Electrical Issue
46,67.80155791605291,58.50176164267566,0,7.012822080053109,Overheating
47,70.39361229040213,154.77222194867693,0,2.8843267627795313,Mechanical Failure
48,85.57122226218915,109.91235783956785,0,5.521533634966127,Overheating
49,78.43618289568461,132.7646979972069,0,3.8435758035604923,Wear and Tear
50,57.36959844637266,155.91740770935684,0,5.590281958674833,Overheating
51,78.24083969394795,78.84978908308602,0,4.870455480404247,Overheating
52,71.14917719583684,98.7167699271736,0,5.185871305365955,Wear and Tear
53,68.23077999694041,111.34353912372886,0,3.9001503350713085,Electrical Issue
54,81.11676288840867,96.48739436626715,0,3.979872099807835,Wear and Tear
55,85.30999522495951,172.04809727510425,0,5.574545028054854,No Defect
56,84.31280119116198,94.29683718519621,0,6.8874310115120885,Overheating
57,66.60782476777362,103.333596615394,0,3.8034413316043043,Overheating
58,71.90787624148786,126.13167094808931,0,3.2624649108541806,Electrical Issue
59,78.31263431403563,83.93551421771733,0,6.226920331343674,Mechanical Failure
60,84.75545127122359,108.12957864731209,0,4.934992213884621,Wear and Tear
61,70.2082576215471,129.52359783750526,1,6.660996267971904,Mechanical Failure
62,73.14341023336183,110.01418786852466,0,3.188405573257705,No Defect
63,63.93665025993972,117.19839423300155,0,1.4411221491531383,Wear and Tear
64,63.037933759193294,104.12003662654888,0,3.9339918363473316,No Defect
65,83.12525822394198,74.56589072457699,1,3.4672947814699677,No Defect
66,88.56240028570824,129.64779634017717,0,4.8424231998394,No Defect
67,74.27989878419666,172.64799214941723,0,3.726309571459221,Wear and Tear
68,85.03532897892023,120.55204892350315,0,6.482033902672899,Wear and Tear
69,78.61636025047635,126.75792351742649,0,4.423699475154968,Electrical Issue
70,68.54880245394875,140.78168265350578,1,5.300948997547802,Overheating
71,78.61395605508415,81.92008510359904,0,5.315269116881888,Mechanical Failure
72,90.38036566465969,171.07543974388818,0,5.389910184824375,Mechanical Failure
73,74.64173960890048,126.06986389268405,1,4.951741779090053,No Defect
74,90.64643655814007,168.95570697267328,0,6.021201380820627,Wear and Tear
75,48.80254895910255,98.00901013428032,0,3.408689732348385,Wear and Tear
76,83.21902504375224,174.54185767673474,0,7.798835853307766,No Defect
77,75.87047068238171,143.2546648210435,0,4.526925233262929,Overheating
78,72.00992649534132,136.59120257557075,0,2.3769017242026367,Mechanical Failure
79,75.91760776535503,127.02073363059444,0,5.376146713983546,Electrical Issue
80,55.124310853991076,112.54414145776651,0,3.29763903510503,Overheating
81,72.80328112162488,156.0159497542162,0,6.33066906901775,Wear and Tear
82,78.57112571511746,124.21079609544141,1,9.419211152084756,No Defect
83,89.77894044741517,60.987908892385434,0,3.4268558168842995,Mechanical Failure
84,69.81729781726352,86.48440614878993,1,5.6647446664479695,No Defect
85,66.91506397106812,114.42462743421758,0,1.4889888225907448,Wear and Tear
86,69.98242956415463,129.29996949496666,0,5.907810458882694,No Defect
87,84.15402117702074,118.30234533300313,1,3.22857240040062,Mechanical Failure
88,78.28751109659684,156.5691236938099,0,3.750330763131035,No Defect
89,69.70239796232961,61.46694407884125,0,2.797427020320344,Mechanical Failure
90,80.13267433113356,124.3076380951548,0,6.464302452109471,No Defect
91,75.9707754934804,65.46062323838535,0,7.014608714946525,No Defect
92,84.68644990532889,142.79136886452505,0,5.046770429317015,Mechanical Failure
93,67.97946906122648,117.16623856673992,1,3.271146589328561,No Defect
94,71.72337853402232,132.58829916072355,0,8.179046072207726,Overheating
95,71.07891846867842,94.08351118230702,0,3.4991797444906876,Electrical Issue
96,60.364850518678814,158.38394794973254,0,0.6759354001451223,Overheating
97,77.96120277064576,151.25173992176553,0,5.916778019914137,Electrical Issue
98,77.6105527217989,137.50632909035664,0,2.7904506527169666,Overheating
99,75.05113456642461,116.11448259409677,0,6.97721758699835,Electrical Issue
100,72.65412866624852,137.39571855885396,0,4.237724606653162,No Defect
101,60.84629257949586,98.79322296037954,0,6.207426481088392,Mechanical Failure
102,70.79354677234642,145.66666977062135,1,7.803000693104316,Mechanical Failure
103,71.57285483473231,169.48442682971762,0,2.582282270758556,Wear and Tear
104,66.9772273077838,152.11831679937558,0,3.868125738215189,Electrical Issue
105,73.3871428833399,98.11192590577771,0,4.848657854685873,Wear and Tear
106,79.04050856814538,130.8425195181931,0,8.075102638068687,Wear and Tear
107,93.8618590121053,81.20575368724056,0,3.6832345641191093,Electrical Issue
108,76.74577812831839,137.17170933527026,1,3.8109926081019854,Mechanical Failure
109,77.57550390722764,133.51810238587618,0,5.956281151111617,Electrical Issue
110,74.25554084233833,63.90550981403508,1,3.845542548578858,No Defect
111,55.812287847009586,85.14648468262908,0,5.305051765795233,Wear and Tear
112,74.73486124550783,111.50583309768699,1,1.8969251580637465,Wear and Tear
113,75.60230209941027,110.97420758577522,0,9.428659885113193,Electrical Issue
114,99.63242112485287,83.71569193743585,1,2.3045815393811933,Wear and Tear
115,73.07639035218878,131.6693618805655,0,4.356494592019583,Mechanical Failure
116,78.01547342333612,127.54420826821536,0,4.93503792831581,Wear and Tear
117,74.65288230294756,114.17192604064442,1,8.82537626871359,Electrical Issue
118,63.31321962380468,97.32625499524912,0,2.35030843813452,Mechanical Failure
119,86.4282281451502,151.4612137924969,0,8.967408270957502,Mechanical Failure
120,82.51933032686775,169.66221339264885,0,6.514353642204045,Wear and Tear
121,82.91031947043047,105.49315548460389,1,5.8341906488464925,Electrical Issue
122,65.9061254520526,101.63499248535538,0,3.030732625964089,Wear and Tear
123,89.02794310936099,134.7362299623599,0,6.142282484076148,No Defect
124,60.98148937207719,109.25911860759041,0,3.5530267551604,No Defect
125,80.8685709380027,115.81808398010297,0,7.533322506396825,Mechanical Failure
126,96.90455625809979,142.18959455174013,0,3.057875941784534,Wear and Tear
127,65.09463674869312,62.71931737478121,0,4.773683011087832,No Defect
128,69.33702270397228,159.54906974558008,0,3.889453823973657,Overheating
129,75.99651365087641,122.18041572988024,1,3.0249540751460104,No Defect
130,69.965243458838,107.6552056631346,0,6.482639633815829,Wear and Tear
131,59.493365689338674,117.32297537335653,0,6.070917494819267,Wear and Tear
132,75.68562974806028,118.87288065061556,0,7.418020397801994,No Defect
133,64.37696286273895,68.06396089665225,0,1.4402497835836652,Wear and Tear
134,79.73592430635182,164.84814682359706,0,7.128341404682088,Wear and Tear
135,65.80575765766197,121.23976896811855,0,10.010897810713788,Overheating
136,90.4993440501754,133.29006391342125,0,4.096717821646106,Mechanical Failure
137,67.16746707663764,148.54649311722127,0,8.79029722421794,Wear and Tear
138,71.77938483794324,89.365126273191,0,4.473677455880347,Electrical Issue
139,83.1351721736967,134.20415697105685,0,2.255180524877386,Mechanical Failure
140,62.69135683566045,111.97076727303619,0,4.3887351151864085,Mechanical Failure
141,77.2745993460413,145.4031232564948,0,7.096407935350552,Electrical Issue
142,88.07142754282428,56.18317738945514,0,3.323647035336937,No Defect
143,58.92516765438772,117.02717099276192,0,3.799322681987026,Overheating
144,76.84633858532304,101.91538032648116,0,6.187078864586382,Wear and Tear
145,77.59882794248423,132.96788851902465,0,5.006120233477145,No Defect
146,82.81822871777311,134.10132562104607,0,6.169245904973481,Electrical Issue
147,62.63049289121918,98.77122315533921,0,5.475659081516672,Overheating
148,61.795433869157236,98.6347840747187,0,5.959250639103146,Overheating
149,80.21941565616898,116.68003894328012,0,4.135397628380918,Overheating
150,77.96984673233186,93.10073318054376,1,5.463461884060785,Electrical Issue
151,77.50492850345877,145.2595108635638,1,3.1452539886081325,No Defect
152,78.46448209496975,108.92378398657661,0,7.5768672450067776,Wear and Tear
153,68.1997527842151,32.790353420350755,0,3.7314505663653725,Overheating
154,77.32253697161003,108.75533830134582,0,7.257694975098779,Overheating
155,77.93072473298682,88.84368537468083,0,4.5327860780342695,No Defect
156,67.85648581973632,71.06172553617164,0,5.403998021514642,Overheating
157,93.65774511144757,82.87720085332282,0,4.010070898218599,Overheating
158,79.73832920911788,123.2822541549891,0,2.968009137663942,Electrical Issue
159,63.08696502797351,159.85922484744694,0,1.510479224789397,Mechanical Failure
160,81.5655360863383,129.3955342159494,0,2.889351682815081,No Defect
161,65.25318329772679,101.80489835352782,0,4.3521822935681564,No Defect
162,82.87084603742451,133.6771258551211,0,5.423758357657768,No Defect
163,86.58595579007404,106.22729069343025,0,7.020758626566527,Electrical Issue
164,66.7931768164829,99.16198892510566,0,4.108485080406302,Electrical Issue
165,84.63376129244321,85.36911995301047,0,3.236078471465652,Wear and Tear
166,79.12780926936499,67.44513579744842,0,2.114570427994575,Electrical Issue
167,83.2206015999449,108.30228880321664,0,5.960127235808208,No Defect
168,93.96792982653947,124.74160469760396,0,7.7663890306586865,Wear and Tear
169,72.5461188399713,117.10128989955331,0,7.532660535912577,Mechanical Failure
170,67.4626383564251,107.52099216157924,0,6.419865496294475,Overheating
171,66.10485570374476,91.62761817909657,1,6.277086634535198,Overheating
172,66.84189715034562,138.24738575054906,0,8.395247559418682,Wear and Tear
173,74.22898290585896,80.48604240160245,0,5.664162922833621,Mechanical Failure
174,78.41151974816644,143.28083741530426,0,6.292259352048343,Overheating
175,77.7669079933002,89.93348943219826,1,4.358432276296002,Wear and Tear
176,83.27183249036024,97.42694287940895,0,2.275913258290485,Electrical Issue
177,75.13001891877907,75.99644428152969,1,3.6323021990008475,No Defect
178,89.53534077157317,104.9579355934309,0,4.981681922930689,Mechanical Failure
179,72.35343166762044,149.25937375433938,0,5.121570745002606,Overheating
180,102.20169166589619,135.4688426533187,1,8.852571709710787,No Defect
181,81.25667347765007,149.35266336084106,0,5.162554335182137,Wear and Tear
182,66.42842443583717,135.6642763780181,0,7.357686888051287,Overheating
183,64.29107501938887,86.88990514408891,0,4.129845516847368,No Defect
184,79.82472415243186,110.07632327017328,0,4.376648228469532,Electrical Issue
185,72.7653721467415,96.59402612647612,0,2.3419847255531034,Mechanical Failure
186,82.14000494092092,159.91724712117121,0,3.515343974246856,Wear and Tear
187,79.73237624573545,84.09634060721066,0,6.053962782727506,Overheating
188,74.27171087343127,146.8109306816733,0,5.015120360788266,Electrical Issue
189,66.53206281931595,146.78861610326308,1,6.885877239794468,Mechanical Failure
190,59.851527753141355,174.8886060514826,0,5.362507896690101,Mechanical Failure
191,70.53485047932979,107.70940222111508,0,4.295092536724517,Electrical Issue
192,83.56398794323472,141.36966478740487,0,9.296593727573917,Overheating
193,77.14093744130204,188.44955509616528,0,4.812192862573905,Mechanical Failure
194,62.542612212880115,101.4707496919891,0,7.326001939410608,Wear and Tear
195,76.73180925851182,73.94879257402921,1,4.197581586910645,No Defect
196,78.85317379728836,63.59969898276709,0,6.419198958767133,Wear and Tear
197,66.16142563798867,141.38136086583995,0,6.856031318303374,Mechanical Failure
198,76.53725105945527,63.50549375824249,0,5.4169839411511616,No Defect
199,75.58208718446,108.83042841186231,0,0.2910341546067956,Electrical Issue
200,63.57029702169377,133.1193956111688,1,5.0365049217122255,No Defect
201,78.57787360348283,125.55526610489743,0,7.460920095519951,No Defect
202,80.60784526368235,132.76334592552516,0,6.054961666055461,No Defect
203,85.83051243175277,126.66869567402563,0,5.891677750458493,Mechanical Failure
204,85.53802052034902,158.3659743994018,0,1.5554861320849618,Overheating
205,61.22330632042909,91.4305085778361,0,3.559089858649882,Mechanical Failure
206,65.62174960084877,99.69014584624406,0,5.822715262302878,Overheating
207,80.1503526720866,96.82021664187528,0,5.820766553573784,Electrical Issue
208,80.1378595091221,144.90575435587832,0,7.429333560265805,Electrical Issue
209,80.15047686306048,147.0119576518519,0,4.710266489707811,Electrical Issue
210,113.52731490654722,133.53675957955525,1,5.811648173347629,Electrical Issue
211,80.70890510693167,155.50481000669782,1,5.032748483862587,Electrical Issue
212,86.35565640180599,84.65877397870858,0,3.0261145269968863,Wear and Tear
213,84.54001763493203,170.01672334653412,0,0.488417337810505,Mechanical Failure
214,81.51391251305797,165.69715865136774,0,5.862019384260154,Overheating
215,71.84730755359655,142.0686599173724,0,5.347894416825623,Electrical Issue
216,82.58969220493267,173.4539672631318,0,3.763649915799662,Wear and Tear
217,67.27174785462428,70.30130376966679,0,1.7616538869682703,Wear and Tear
218,72.63181393259991,104.26655591212045,1,6.259479028817476,Wear and Tear
219,70.14636452170896,97.94089617954143,1,4.468159851608896,Mechanical Failure
220,75.81874139386322,141.6443797127203,0,6.113749444736291,Electrical Issue
221,98.14658566673509,88.49577781193562,0,8.728097060823517,Wear and Tear
222,56.32734807408252,142.72485448012458,0,0.7171382393605903,Wear and Tear
223,81.86260190374513,161.1160843199014,0,3.600798382595272,Electrical Issue
224,58.87284128810349,140.85608700251998,0,4.581248773376173,Mechanical Failure
225,70.28068134210567,128.51253070984504,0,7.909652348293301,Wear and Tear
226,85.88950596967366,90.36379977297753,1,1.7271939615870302,Overheating
227,75.64280019095463,94.59447101623905,0,8.871722051361209,No Defect
228,64.22255222070694,157.4885671589,0,5.271711803132581,No Defect
229,67.84696290740033,143.38047011715997,0,4.807998676532284,No Defect
230,81.79597748934675,118.82941441867368,0,4.603880473562187,Mechanical Failure
231,67.69633368282864,107.46271362702328,0,4.127473935639943,Wear and Tear
232,77.16458589581976,59.22576380665869,1,7.096233518538309,No Defect
233,75.45571839903813,87.87442743946684,0,2.8629584918351223,No Defect
234,68.48399652394183,177.3425726141917,0,5.690828363287707,Electrical Issue
235,96.43944089325325,81.586332869926,0,4.231636668586049,Wear and Tear
236,81.33919022318011,125.68439463663242,0,3.4757331029718044,Wear and Tear
237,54.74857413342393,150.22331919585596,0,10.17195035136779,Electrical Issue
238,76.86454314769428,82.35231995993124,0,5.83810146950692,Wear and Tear
239,68.38213535231613,125.5413142434325,1,6.226531089322288,Overheating
240,83.52433334796224,148.13746612531966,0,7.275553561337325,Mechanical Failure
241,67.07479261567299,120.37497965721751,0,2.1573001093629056,Electrical Issue
242,73.85263558533102,206.05209167000305,0,8.504583818244063,No Defect
243,80.04987278980457,69.94202223365414,0,-0.017914356990151425,Wear and Tear
244,83.65755194170121,151.76185589651635,0,3.462467179922959,Overheating
245,62.997035929442234,114.81594787810607,0,4.081936653642199,Overheating
246,71.65498764159051,143.15760464510026,0,6.163446729941012,Mechanical Failure
247,70.25054688839043,133.23921455097738,0,5.437436532282976,Overheating
248,68.46670767426288,98.00531408670011,0,4.666370518603213,Wear and Tear
249,92.65454240281096,126.86989177378021,0,4.9760053107445525,Wear and Tear
250,79.04981710960955,64.26295645805138,0,3.0439539529548636,Overheating
251,62.391160456649544,138.0974250171418,0,2.0055352110316536,Wear and Tear
252,84.17861947054776,128.94475397971576,0,6.453023244672121,Wear and Tear
253,96.22156197012633,139.15980505929306,0,6.387412225072371,No Defect
254,85.32465260551147,151.7435497526145,0,8.168988750314117,Electrical Issue
255,59.80630034045987,131.02859520629133,0,3.419965806369584,Wear and Tear
256,70.15765927133748,124.44268259394829,0,6.385630420601846,Wear and Tear
257,87.66911149186623,93.56794990016124,0,4.432586543270537,Mechanical Failure
258,67.92330534381219,98.63337709052847,1,7.380949970386965,Electrical Issue
259,79.43819428146229,155.60203860531993,0,7.043925553356283,Electrical Issue
260,82.74634053429337,163.09006217117934,0,5.422418798448914,Electrical Issue
261,65.73069528421917,112.85668691063837,0,4.3209396866680265,Overheating
262,74.404746439382,121.38008241759822,0,6.921864357216522,No Defect
263,42.58732659930927,92.86156875018702,1,6.2938090465131316,No Defect
264,64.7561235866571,155.18270535802336,0,3.631119195827635,Mechanical Failure
265,72.4743184860684,139.96250471075336,1,2.344402653041138,Electrical Issue
266,62.52216818035151,178.23652309391247,1,4.4229341986364075,Electrical Issue
267,91.32411303931636,93.65030768460784,0,8.030827630696418,Wear and Tear
268,60.69858622039367,108.65976302945349,0,7.292974317466077,Overheating
269,70.59955513303017,126.94337767576717,0,2.7753450606588386,Overheating
270,76.30740577286092,139.3946861317731,0,2.664485168200158,Mechanical Failure
271,89.41273289066116,113.52997087357103,0,7.549367699358973,No Defect
272,60.6413784882056,93.81116728638898,0,2.728728190484342,Electrical Issue
273,86.63163752154959,146.44222586770712,0,6.018590647284016,Mechanical Failure
274,75.10233061019586,141.63406087636744,0,3.7678575693273526,Overheating
275,65.18491348952048,92.51177698308825,0,8.234089849043364,Overheating
276,79.6210347426327,160.66328403316487,1,3.4591504017242425,Overheating
277,76.9905969557347,155.1059612758981,0,7.286723060411656,Electrical Issue
278,68.99783122841205,124.02889491743379,0,5.3697173081207294,Electrical Issue
279,75.69802084990019,122.38793587128109,0,5.504389708468573,Electrical Issue
280,71.14686403138239,136.62173313347722,0,1.059382837297198,Wear and Tear
281,76.13517345251248,94.14890789231225,0,0.5941732935885629,No Defect
282,81.62130674521046,120.90094437492246,0,4.558868119465372,Overheating
283,90.86016816145352,55.42849366172459,0,5.493812126833223,Overheating
284,62.62184501173151,146.29366936508808,0,2.7496043445245535,Wear and Tear
285,96.33033374656267,73.15520332674421,0,2.8226131790473157,Overheating
286,55.47912200477498,165.10259485286997,0,6.1229452596522655,Overheating
287,73.48214904964416,110.0963971810065,0,6.125708960914261,Electrical Issue
288,80.88317206484577,113.6499905420647,1,4.724517879224146,Electrical Issue
289,77.80991867735032,101.16798281746483,0,6.5604034423721505,No Defect
290,68.77300480179406,111.35883378233771,0,2.651595408559707,Overheating
291,72.91877749642725,162.5559403544411,0,4.288130165826058,Mechanical Failure
292,70.06999065341168,45.36574030394762,1,8.295755211567347,Overheating
293,69.10635243055789,158.30896158264562,0,5.136644259879635,Overheating
294,83.49602097021025,130.14070443305124,0,5.252625029173998,No Defect
295,78.57015485965047,83.78935056428352,0,9.61189317193548,Mechanical Failure
296,68.07090404739346,87.74062820852286,0,2.2013156683024584,Overheating
297,83.9959987543325,170.29179081624608,0,6.592860733284221,Mechanical Failure
298,78.07299520876609,91.63479360171806,1,8.3279725596162,Electrical Issue
299,83.1286211883896,85.39948468212123,0,4.350284147002908,Electrical Issue
300,81.29628841923612,154.1194362709419,0,6.719261573709693,Mechanical Failure
301,66.71004989077927,130.15658628857742,0,3.0359610055781907,Overheating
302,69.3981895980303,91.86223270390803,0,3.626535208865297,Mechanical Failure
303,82.47293605123262,126.49874926213857,1,5.769932832095269,Mechanical Failure
304,81.10370265433465,89.22741949079168,0,6.59713334622118,Electrical Issue
305,74.79098406035853,153.02464195267817,0,7.241873024812492,Mechanical Failure
306,76.17327383308782,151.841128946194,0,8.139257173878987,Wear and Tear
307,87.77664895788425,135.9601859646583,0,4.865106882889636,Wear and Tear
308,69.0842861116417,130.8498318374105,0,7.387223510345176,Electrical Issue
309,80.47097381170038,172.83564374602122,0,4.315390313101702,Overheating
310,72.97807347566106,119.99058982164676,0,6.804182623176536,Overheating
311,72.82318796772779,84.54377623737597,0,5.4149775957043635,Electrical Issue
312,85.9877685198719,133.4842173849692,0,5.891355814163848,Overheating
313,83.2541634898803,182.5814114861134,0,5.8470157480440745,No Defect
314,83.13509636000639,89.55721520442444,0,1.7905899804043757,Wear and Tear
315,88.05478807154329,109.15611699918043,0,2.7517562822784534,No Defect
316,75.21003841632759,132.4933811430436,0,5.205082879635045,No Defect
317,81.81952971294965,118.38285452982782,1,1.625441840717663,No Defect
318,71.89733243406543,90.53089258868056,0,6.662422206399512,Electrical Issue
319,78.24166352488442,153.6557356869141,1,6.743111932576284,No Defect
320,73.69856945632316,189.60122166051778,1,5.654341105755581,Mechanical Failure
321,75.96995964992718,125.88394377071722,0,2.7577319744841557,Overheating
322,80.95157025436913,92.87795130792,0,7.76027787773703,Electrical Issue
323,66.81779316766527,73.53118424839575,0,9.074421279436717,Mechanical Failure
324,95.9238727568546,127.73927943663543,0,5.294153654891948,Mechanical Failure
325,64.93982618500299,153.11632029948774,0,6.021070756902473,Wear and Tear
326,62.85811387212268,134.25503239486144,0,5.403477309592088,Wear and Tear
327,86.58110873500068,119.92788477243438,0,6.060738377997598,Mechanical Failure
328,82.91662693962935,102.32185044632081,0,4.7608824867472075,Wear and Tear
329,81.24119817052156,87.23509101845731,0,4.930871520312393,Overheating
330,81.2834550926428,145.04253978974646,0,6.8114352009947305,Overheating
331,74.87753227153085,147.41314864156757,0,9.69124832379288,Wear and Tear
332,66.02745628514168,73.62810639927801,0,2.1998575311965225,No Defect
333,75.75804558193727,167.6951693454205,0,4.792375031194066,Mechanical Failure
334,68.22838288487888,137.22213662682003,0,2.6390790295358357,Overheating
335,84.7511973341775,161.98783935437382,1,8.184049797152166,Wear and Tear
336,73.52942618497862,79.73616754544655,0,3.8245240613602034,Wear and Tear
337,66.74502803207488,79.02527533753684,0,2.113598412428412,Overheating
338,71.78614158347007,115.53092070698109,0,6.276373997697147,Overheating
339,79.12931454275625,135.08353280685583,0,8.488622229486221,No Defect
340,69.36275447196026,173.8908246878089,0,6.327195737121525,Wear and Tear
341,66.77779604433569,141.18236741445395,1,5.409595754563835,Wear and Tear
342,77.43687211491913,112.719561695639,0,5.818281845551988,Electrical Issue
343,77.44966571108722,89.20892377002323,1,7.8296813256511095,No Defect
344,69.9305682462887,156.9000171815745,0,3.2516014599717002,Overheating
345,70.28961694381677,91.05883722747856,0,4.776305791827374,Overheating
346,77.32049937357637,168.85405664316966,0,4.094619702980934,Mechanical Failure
347,60.51915658502676,111.46846051180472,1,2.6642693854165795,Overheating
348,60.92536225623445,167.71746217853553,0,4.343249481166395,Wear and Tear
349,67.81555778747564,140.36793870177834,0,7.215442191964897,Overheating
350,72.86552848288153,115.89013531672626,1,6.1332042967854505,Wear and Tear
351,78.10907565598005,104.4181088452162,0,6.288621000216401,Wear and Tear
352,89.75356216949552,109.77276367961761,0,5.292951223306637,No Defect
353,83.5765962320202,132.8495007712571,1,6.046647565457177,Overheating
354,73.40061470036574,122.3146948865315,0,3.398819315303789,No Defect
355,74.80983792097311,102.18565775793884,0,4.380980228145542,Wear and Tear
356,64.97470635362191,115.03105769047103,0,5.384008473937353,Overheating
357,74.8148686400761,122.3573108915745,0,5.5550317177637805,Overheating
358,72.11341361079862,56.13797716755564,0,5.640375709843746,No Defect
359,78.22718560338089,133.74504344366096,0,4.723329435967244,No Defect
360,66.72769056447677,90.6083632584958,0,4.245153197739341,Wear and Tear
361,80.19346514241172,85.40002790382765,0,11.315542566088595,Wear and Tear
362,90.32738913002578,69.37966958667869,1,6.813574545864798,Overheating
363,73.91239851543142,66.18322506396329,1,5.826294951905245,Overheating
364,79.01711722098942,79.33657490663131,0,4.5335830035872124,Electrical Issue
365,81.90143991711112,98.72937127108528,0,4.097562346112247,Electrical Issue
366,70.98779528114164,178.59777412579706,1,4.738398812546088,Mechanical Failure
367,77.24092481810416,104.22360972314388,0,5.5856576871733665,Wear and Tear
368,75.12592400781794,125.33250318804095,0,1.2391289118738373,Mechanical Failure
369,75.97676098548831,132.01444159518985,1,1.8612208092506326,Mechanical Failure
370,67.26990216144533,123.93195558647547,0,3.726235222122085,No Defect
371,75.24510174258943,117.6766961782202,0,5.414278873557137,No Defect
372,79.9799829124545,84.14118709202266,0,4.521453705696297,Electrical Issue
373,89.51143607795042,163.52782644837635,0,7.9562424521989685,Mechanical Failure
374,84.59270826085206,174.21589930913655,0,2.0352064260084624,Electrical Issue
375,96.53182457511556,69.52023917631942,0,3.4973090607932593,Wear and Tear
376,67.3265243711195,89.27914227340861,0,8.040183481982202,Overheating
377,83.72320636720679,111.60568972868981,0,5.2622386493502935,No Defect
378,76.83342005738352,91.06386615269426,0,6.769685165602317,Wear and Tear
379,96.89802933217672,135.17896660367595,0,9.102493886538927,Wear and Tear
380,66.91701714644849,98.1518339278016,0,3.612391164196355,No Defect
381,66.60278157819224,184.9516820341981,0,4.8013713244159355,No Defect
382,69.00607354555977,155.7164578303079,1,4.455146198138257,Mechanical Failure
383,53.76104275690193,126.37722091896644,0,1.090813991033449,Electrical Issue
384,69.74244978319238,150.80958789959197,0,4.3792063924880615,Wear and Tear
385,67.40867338446301,153.17701273071927,0,6.762124374761331,Mechanical Failure
386,76.50393786476208,103.0815753582527,0,6.081179083624482,Mechanical Failure
387,78.4175597577716,95.51348266374106,0,6.23816633877602,Wear and Tear
388,93.76170839215887,122.34429188908942,0,4.248982038721001,Wear and Tear
389,84.5042383818605,145.84908373493832,0,3.687805527988717,Overheating
390,69.23096344337597,124.17181195960254,0,7.538511343797241,Electrical Issue
391,66.01585328651642,72.69010553427009,1,4.0053657072846605,Wear and Tear
392,79.91919171506505,95.91526668147473,0,5.588164077586428,No Defect
393,61.797667929793576,117.78081409216865,0,5.326669361355077,Overheating
394,93.31458765854353,117.73003187022509,0,7.923434032514237,Electrical Issue
395,86.79440120721287,179.17626530369424,0,6.942824715344719,No Defect
